,zip,num,lat,lng
505,33445,2,26.454690000000003,-80.10623000000001
506,27603,4,35.66355,-78.66171999999999
507,95008,9,37.27967,-121.95503000000001
508,63141,1,38.65831,-90.45818
509,04349,2,,
510,28211,16,35.16807,-80.79616
511,93921,8,36.55396,-121.92296
512,20187,9,38.72258,-77.74269
513,95120,3,37.18235,-121.84392
514,60657,1,41.93991,-87.65382
515,71282,1,32.36504,-91.1811
516,97217,1,45.59995,-122.70386
517,80222,8,39.671040000000005,-104.92791000000001
518,97424,1,43.744479999999996,-123.05447
519,12208,1,42.65331,-73.8102
520,11215,18,40.6626,-73.98678000000001
521,98177,15,47.742259999999995,-122.37078999999999
522,92630,2,33.64467,-117.68518
523,54913,6,44.34148,-88.39996
524,913253435,1,,
525,78240,2,29.52464,-98.60748000000001
526,93422,3,35.46459,-120.69045
527,07869,2,,
528,83274,3,43.35385,-112.09881999999999
529,80439,19,39.6376,-105.43301000000001
530,77401,1,29.70443,-95.46175
531,94117,22,37.76975,-122.44823000000001
532,07028,1,,
533,18049,8,40.51741,-75.5008
534,80202,7,39.75193,-104.99776000000001
535,33901,2,26.621159999999996,-81.87865
536,33140,6,25.81599,-80.13902
537,Z63105,6,,
538,93908,5,36.63429,-121.60685
539,15501,2,40.035959999999996,-79.12871
540,89060,2,36.39425,-116.06352
541,20854,15,39.03376,-77.22046
542,94028,5,37.37857,-122.21545
543,80602,1,39.963640000000005,-104.90721
544,06413,12,,
545,37066,1,36.398709999999994,-86.45526
546,14174,6,43.240970000000004,-79.00178000000001
547,60301,3,41.88876,-87.79919
548,30005,4,34.086220000000004,-84.21593
549,90065,4,34.10889,-118.22758999999999
550,80013,3,39.66138,-104.7657
